Budget	Avg Rating	Month	Class	Movie Title	Performance Ratio	Genres
25000000.00	3.134042553	11	1	The Night Before (2015)	2.10	Comedy
100000000.00	2.937790698	8	1	The Expendables 3 (2014)	2.09	Action|Adventure
26000000.00	3.505800464	8	1	Lawless (2012)	2.09	Crime|Drama
21000000.00	3.361886161	10	1	Transporter, The (2002)	2.09	Action|Crime
50000000.00	3.117859124	9	1	Don't Say a Word (2001)	2.09	Thriller
9000000.00	3.749438202	11	1	The Edge of Seventeen (2016)	2.09	Comedy
7000000.00	3.673913043	11	1	Beyond the Lights (2014)	2.09	Drama
17500000.00	3.998445059	12	1	Hotel Rwanda (2004)	2.09	Drama|War
35000000.00	2.237055016	3	1	Superhero Movie (2008)	2.09	Action|Comedy|Sci-Fi
110000000.00	2.773642465	1	1	Green Hornet, The (2011)	2.08	Action|Comedy|Crime|Fantasy|Thriller|IMAX
21000000.00	3.111003861	9	1	Hardball (2001)	2.08	Drama
178000000.00	3.933686177	6	1	Edge of Tomorrow (2014)	2.08	Action|Sci-Fi|IMAX
30000000.00	2.336518047	7	1	Like Mike (2002)	2.08	Children|Comedy|Fantasy
39000000.00	3.300998573	10	1	Frankenweenie (2012)	2.08	Animation|Comedy|Horror|IMAX
60000000.00	3.34962406	12	1	Family Man, The (2000)	2.08	Comedy|Drama|Romance
21000000.00	3.691011236	1	1	Freedom Writers (2007)	2.08	Drama
75000000.00	3.261320755	12	1	Dreamgirls (2006)	2.08	Drama|Musical
4000000.00	2.987301587	5	1	Bug (2007)	2.08	Drama|Horror|Thriller
60000000.00	3.583113456	12	1	Invictus (2009)	2.08	Drama
8000000.00	3.348615269	8	1	Good Girl, The (2002)	2.07	Comedy|Drama
53000000.00	2.489686469	8	1	Dukes of Hazzard, The (2005)	2.07	Action|Adventure|Comedy
91000000.00	3.680309317	12	1	Secret Life of Walter Mitty, The (2013)	2.07	Adventure|Comedy|Drama
112000000.00	2.361320755	12	1	Gulliver's Travels (2010)	2.07	Adventure|Comedy|Fantasy
55000000.00	3.695676482	10	1	Changeling (2008)	2.07	Crime|Drama|Mystery
90000000.00	3.268490514	6	1	Atlantis: The Lost Empire (2001)	2.07	Adventure|Animation|Children|Fantasy
20000000.00	2.933229814	10	1	Man of the Year (2006)	2.07	Comedy|Thriller
30000000.00	3.552916416	10	1	Friday Night Lights (2004)	2.07	Action|Drama
80000000.00	3.532517399	12	1	Cold Mountain (2003)	2.06	Drama|Romance|War
12000000.00	3.744237102	11	1	Nebraska (2013)	2.06	Adventure|Drama
160000000.00	3.61062326	12	1	Curious Case of Benjamin Button, The (2008)	2.06	Drama|Fantasy|Mystery|Romance
62000000.00	3.346660339	4	1	U-571 (2000)	2.06	Action|Thriller|War
18000000.00	2.105427975	10	1	Fog, The (2005)	2.06	Action|Horror|Mystery|Thriller
22000000.00	2.141041162	8	1	Deuce Bigalow: European Gigolo (2005)	2.06	Comedy
27000000.00	3.859301119	4	1	Lucky Number Slevin (2006)	2.06	Crime|Drama|Mystery
30000000.00	3.063492063	4	1	Five-Year Engagement, The (2012)	2.05	Comedy|Romance
30000000.00	3.061197917	7	1	Larry Crowne (2011)	2.05	Comedy|Drama|Romance
85000000.00	2.925	3	1	Mirror Mirror (2012)	2.04	Adventure|Comedy|Fantasy
5000000.00	3.597150259	5	1	Saved! (2004)	2.04	Comedy|Drama
67500000.00	2.874617737	6	1	Abraham Lincoln: Vampire Hunter (2012)	2.04	Action|Fantasy|Horror|Thriller
150000000.00	2.799375	3	1	Wrath of the Titans (2012)	2.04	Action|Adventure|Fantasy|IMAX
45000000.00	3.004032258	12	1	Office Christmas Party (2016)	2.03	Comedy
25000000.00	3.507317073	12	1	August: Osage County (2013)	2.03	Comedy|Drama
8500000.00	3.456790123	9	1	Bright Star (2009)	2.03	Drama|Romance
30000000.00	2.51742532	7	1	My Super Ex-Girlfriend (2006)	2.03	Comedy|Fantasy|Romance
9000000.00	3.454258052	7	1	Harold and Kumar Go to White Castle (2004)	2.03	Adventure|Comedy
60000000.00	3.226230053	10	1	Intolerable Cruelty (2003)	2.02	Comedy|Romance
53012938.00	2.980269781	6	1	Shaft (2000)	2.02	Action|Crime|Thriller
65000000.00	2.944188192	12	1	Blade: Trinity (2004)	2.02	Action|Fantasy|Horror|Thriller
15000000.00	3.714733542	12	1	Great Debaters, The (2007)	2.02	Drama
15000000.00	3.144444444	8	1	When the Game Stands Tall (2014)	2.01	Drama
18000000.00	2.968879668	9	1	Love Happens (2009)	2.01	Comedy|Drama|Romance
55000000.00	2.748031496	11	1	Free Birds (2013)	2.01	Action|Adventure|Animation|Children|Comedy|Sci-Fi
35000000.00	2.6522158	7	1	License to Wed (2007)	2.01	Comedy|Romance
35000000.00	2.391800507	5	1	House of Wax (2005)	2.00	Horror|Thriller
200000000.00	3.306294024	12	1	Tron: Legacy (2010)	2.00	Action|Adventure|Sci-Fi|IMAX
16000000.00	2.665680473	9	0	Jennifer's Body (2009)	2.00	Comedy|Horror|Sci-Fi|Thriller
2700000.00	2.9375	12	0	Journey to Saturn (Rejsen til Saturn) (2008)	1.99	Action|Adventure|Animation|Sci-Fi
110000000.00	3.461468604	5	0	Kingdom of Heaven (2005)	1.99	Action|Drama|Romance|War
80000000.00	2.698717949	2	0	Pink Panther, The (2006)	1.99	Adventure|Comedy|Crime
10000000.00	3.01300813	3	0	Get Over It (2001)	1.99	Comedy|Romance
80000000.00	3.464398236	1	0	Book of Eli, The (2010)	1.98	Action|Adventure|Drama
20000000.00	3.165841584	7	0	Monte Carlo (2011)	1.98	Adventure|Comedy|Romance
65000000.00	3.093079141	8	0	Space Cowboys (2000)	1.98	Action|Adventure|Comedy|Sci-Fi
84000000.00	2.229654255	7	0	Nutty Professor II: The Klumps (2000)	1.98	Comedy
9000000.00	3.614610033	10	0	Contender, The (2000)	1.98	Drama|Thriller
65000000.00	3.418018018	7	0	Step Brothers (2008)	1.98	Comedy
28000000.00	3.268867925	10	0	We Own the Night (2007)	1.98	Crime|Drama
12000000.00	2.596303502	10	0	In the Cut (2003)	1.97	Crime|Drama|Mystery|Romance|Thriller
2500000.00	3.695652174	8	0	Robot & Frank (2012)	1.97	Comedy|Drama|Sci-Fi
7000000.00	1.359405941	10	0	House of the Dead, The (2003)	1.97	Action|Horror
35000000.00	3.330718954	10	0	From Hell (2001)	1.96	Crime|Horror|Mystery|Thriller
23000000.00	3.6	2	0	Eddie the Eagle (2016)	1.96	Comedy
70000000.00	3.815308214	8	0	Stardust (2007)	1.96	Adventure|Comedy|Fantasy|Romance
110000000.00	3.46067105	6	0	Patriot, The (2000)	1.96	Action|Drama|War
40000000.00	3.390625	2	0	Other Boleyn Girl, The (2008)	1.96	Drama|Romance
8000000.00	3.62254902	11	0	Made in Dagenham (2010)	1.96	Comedy|Drama
10000000.00	2.945859873	6	0	Perfect Man, The (2005)	1.95	Comedy|Drama|Romance
50000000.00	3.536565978	10	0	The Book of Life (2014)	1.95	Adventure|Animation|Romance
150000000.00	2.35106383	7	0	G-Force (2009)	1.95	Action|Adventure|Children|Fantasy
35000000.00	2.942896936	7	0	X-Files: I Want to Believe, The (2008)	1.95	Drama|Mystery|Sci-Fi|Thriller
3000000.00	3.442942943	6	0	Swiss Army Man (2016)	1.95	Comedy|Drama|Romance
82500000.00	3.370768153	7	0	Hellboy II: The Golden Army (2008)	1.94	Action|Adventure|Fantasy|Sci-Fi
30000000.00	1.725646123	4	0	Dragonball Evolution (2009)	1.94	Action|Adventure|Fantasy|Sci-Fi
9000000.00	2.842592593	8	0	Glee: The 3D Concert Movie (2011)	1.94	Documentary|Musical
180000000.00	3.08126195	7	0	The Legend of Tarzan (2016)	1.94	Action|Adventure
16000000.00	2.651809026	4	0	Joe Dirt (2001)	1.94	Adventure|Comedy|Mystery|Romance
130000000.00	2.291411043	5	0	After Earth (2013)	1.93	Action|Adventure|Sci-Fi|IMAX
5000000.00	2.909090909	3	0	The Perfect Match (2016)	1.93	Comedy|Romance
137500000.00	3.224814741	6	0	Incredible Hulk, The (2008)	1.93	Action|Sci-Fi
50000000.00	2.349038462	11	0	Christmas with the Kranks (2004)	1.93	Children|Comedy
125000000.00	2.698598131	12	0	Assassin's Creed (2016)	1.92	Action|Adventure|Sci-Fi
4200000.00	3.690546529	8	0	Animal Kingdom (2010)	1.92	Crime|Drama
32000000.00	3.634199134	9	0	History of Violence, A (2005)	1.92	Action|Crime|Drama|Thriller
150000000.00	2.86506159	11	0	Bee Movie (2007)	1.92	Animation|Comedy
140000000.00	2.74829932	12	0	Exodus: Gods and Kings (2014)	1.92	Action|Adventure|Drama
12000000.00	2.722906404	3	0	Aquamarine (2006)	1.91	Children|Comedy|Fantasy
120000000.00	2.49508427	2	0	Ghost Rider (2007)	1.91	Action|Fantasy|Thriller
20000000.00	2.838353414	9	0	Covenant, The (2006)	1.91	Action|Horror|Thriller
79000000.00	1.736972705	11	0	Jack and Jill (2011)	1.91	Comedy
85000000.00	3.612363636	12	0	Memoirs of a Geisha (2005)	1.90	Drama|Romance
22000000.00	3.326238054	9	0	Informant!, The (2009)	1.90	Comedy|Crime|Drama|Thriller
12000000.00	3.129765396	12	0	Young Adult (2011)	1.90	Comedy|Drama
110000000.00	3.601502466	12	0	Aviator, The (2004)	1.89	Drama
50000000.00	3.209579628	4	0	Silent Hill (2006)	1.89	Fantasy|Horror|Thriller
120000000.00	2.525825493	6	0	Charlie's Angels: Full Throttle (2003)	1.89	Action|Adventure|Comedy|Crime|Thriller
6000000.00	3.470588235	7	0	Snow Flower and the Secret Fan (2011)	1.89	Drama
97000000.00	3.514932082	12	0	Gangs of New York (2002)	1.89	Crime|Drama
40000000.00	3.788795088	1	0	The Count of Monte Cristo (2002)	1.88	Action|Adventure|Drama|Thriller
75000000.00	3.288812068	7	0	Monster House (2006)	1.88	Animation|Children|Fantasy|Mystery
48000000.00	2.884129759	10	0	Bedazzled (2000)	1.88	Comedy
33000000.00	2.53536637	8	0	Snakes on a Plane (2006)	1.88	Action|Comedy|Horror|Thriller
170000000.00	3.10781625	11	0	Polar Express, The (2004)	1.88	Adventure|Animation|Children|Fantasy|IMAX
34000000.00	3.623076923	4	0	The Longest Ride (2015)	1.88	Drama|Romance
21000000.00	3.306413302	3	0	Never Back Down (2008)	1.87	Action
12500000.00	3.618516087	12	0	Antwone Fisher (2002)	1.87	Drama
60000000.00	3.376459144	9	0	Boxtrolls, The (2014)	1.87	Adventure|Animation|Children|Comedy|Fantasy
53000000.00	3.340909091	9	0	Black Mass (2015)	1.86	Crime|Drama
9200000.00	1.722222222	5	0	Kites (2010)	1.86	Action|Drama|Romance
60000000.00	3.2	8	0	The Dark Tower (2017)	1.86	Fantasy|Horror|Sci-Fi|Western
43000000.00	3.679289354	12	0	Finding Forrester (2000)	1.86	Drama
145000000.00	3.285211268	3	0	Mr. Peabody & Sherman (2014)	1.86	Adventure|Animation|Comedy
35000000.00	3.170103093	5	0	Something Borrowed (2011)	1.86	Comedy|Drama|Romance
35000000.00	2.656848306	4	0	Benchwarmers, The (2006)	1.86	Comedy
85000000.00	2.856555604	6	0	Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)	1.86	Action|Crime|Drama|Thriller
225000000.00	3.23454367	5	0	Chronicles of Narnia: Prince Caspian, The (2008)	1.85	Adventure|Children|Fantasy
10100000.00	3	4	0	Housefull (2010)	1.85	Comedy|Drama|Romance
50000000.00	3.547159554	11	0	Syriana (2005)	1.85	Drama|Thriller
1000000.00	3.777835588	6	0	Who Killed the Electric Car? (2006)	1.85	Documentary
14000000.00	2.608510638	3	0	All About the Benjamins (2002)	1.85	Action|Comedy|Crime
190000000.00	3.505729328	5	0	Great Gatsby, The (2013)	1.85	Drama
15000000.00	3.422413793	4	0	Love and Basketball (2000)	1.85	Drama|Romance
27500000.00	3.733492172	12	0	Notes on a Scandal (2006)	1.84	Drama
80000000.00	3.081249164	6	0	Swordfish (2001)	1.84	Action|Crime|Drama
20000000.00	1.271582734	8	0	Disaster Movie (2008)	1.84	Comedy
35000000.00	2.724550898	8	0	Valiant (2005)	1.83	Adventure|Animation|Children|Comedy|Fantasy|War
36000000.00	3.085174769	3	0	Hot Tub Time Machine (2010)	1.83	Comedy|Sci-Fi
15000000.00	3.186170213	7	0	Ramona and Beezus (2010)	1.83	Children|Comedy
14000000.00	3.011019284	10	0	Jonah: A VeggieTales Movie (2002)	1.83	Animation|Children|Musical
200000000.00	3.148712234	5	0	Terminator Salvation (2009)	1.83	Action|Adventure|Sci-Fi|Thriller
12000000.00	3.142857143	5	0	Just Wright (2010)	1.82	Comedy|Romance
135000000.00	2.809294872	6	0	Teenage Mutant Ninja Turtles: Out of the Shadows (2016)	1.82	Action|Adventure|Comedy
825000.00	2.6875	10	0	Time Changer (2002)	1.82	Drama|Sci-Fi
135000000.00	3.377483444	3	0	Rango (2011)	1.82	Action|Adventure|Animation|Children|Comedy|Western
185000000.00	3.563569682	7	0	Star Trek Beyond (2016)	1.82	Action|Adventure|Sci-Fi
60000000.00	2.908928571	11	0	Planet 51 (2009)	1.82	Adventure|Animation|Children|Comedy|Sci-Fi
20000000.00	2.973901099	11	0	Very Harold & Kumar 3D Christmas, A (2011)	1.81	Comedy
37000000.00	2.227272727	7	0	Space Chimps (2008)	1.81	Adventure|Animation|Comedy
2000000.00	2.721311475	12	0	Lesbian Vampire Killers (2009)	1.81	Action|Comedy|Horror
21000000.00	3.191176471	11	0	Tyler Perry's For Colored Girls (2010)	1.81	Drama
90000000.00	3.339714022	4	0	Interpreter, The (2005)	1.81	Drama|Thriller
19000000.00	3.805562303	10	0	Gone Baby Gone (2007)	1.81	Crime|Drama|Mystery
40000000.00	3.23129771	8	0	Colombiana (2011)	1.81	Action|Adventure|Drama|Thriller
34800000.00	2.593495935	12	0	Darkest Hour, The (2011)	1.81	Action|Horror|Sci-Fi|Thriller
48000000.00	3.115754872	8	0	Rat Race (2001)	1.80	Comedy
9000000.00	2.050970874	12	0	Black Christmas (2006)	1.80	Action|Horror|Thriller
60000000.00	3.465968586	8	0	ParaNorman (2012)	1.80	Adventure|Animation|Comedy
30000000.00	2.514851485	4	0	Three Stooges, The (2012)	1.80	Comedy
14000000.00	3.255882353	12	0	Mr. Turner (2014)	1.80	Drama
50000000.00	2.215277778	6	0	Marmaduke (2010)	1.80	Comedy
42500000.00	3.455587393	1	0	Mechanic, The (2011)	1.80	Action|Drama|Thriller
16000000.00	2.89275766	6	0	Baby Boy (2001)	1.80	Crime|Drama
205000000.00	3.119300651	12	0	Golden Compass, The (2007)	1.79	Adventure|Children|Fantasy
9800000.00	3.419144981	4	0	Adventureland (2009)	1.79	Comedy|Drama
45000000.00	3.067357513	7	0	Savages (2012)	1.79	Crime|Drama|Thriller
137000000.00	2.642291604	6	0	Hulk (2003)	1.79	Action|Adventure|Sci-Fi
95000000.00	3.383477633	11	0	Unstoppable (2010)	1.78	Action|Drama|Thriller
187500000.00	3.203145478	11	0	The Good Dinosaur (2015)	1.78	Adventure|Animation|Children|Comedy|Fantasy
39000000.00	2.926678445	2	0	Because I Said So (2007)	1.78	Comedy|Drama|Romance
90000000.00	3.441605839	9	0	The Magnificent Seven (2016)	1.78	Action|Western
40000000.00	2.836350643	11	0	Shallow Hal (2001)	1.77	Comedy|Fantasy|Romance
70000000.00	3.808669179	12	0	Big Fish (2003)	1.77	Drama|Fantasy|Romance
85000000.00	3.030877573	11	0	Tower Heist (2011)	1.77	Action|Comedy|Crime
80000000.00	3.076093469	10	0	Legend of Zorro, The (2005)	1.77	Action|Adventure|Drama|Western
45000000.00	3.519420469	12	0	Revolutionary Road (2008)	1.77	Drama|Romance
18500000.00	3.227331606	10	0	Invention of Lying, The (2009)	1.77	Comedy
50000000.00	3.093715239	2	0	Shanghai Knights (2003)	1.77	Action|Adventure|Comedy
10000000.00	3.363207547	6	0	Kit Kittredge: An American Girl (2008)	1.77	Children|Comedy|Drama|Mystery
35000000.00	3.325565456	5	0	Tree of Life, The (2011)	1.76	Drama
85000000.00	3.437845304	11	0	Arthur Christmas (2011)	1.76	Animation|Children|Comedy|Drama
92500000.00	3.305272895	2	0	Spiderwick Chronicles, The (2008)	1.76	Adventure|Children|Drama|Fantasy|IMAX
6000000.00	3.570767196	12	0	Pollock (2000)	1.76	Drama
18500000.00	3.834838594	12	0	Adaptation (2002)	1.76	Comedy|Drama|Romance
67500000.00	3.589367089	10	0	Body of Lies (2008)	1.76	Action|Drama|Thriller
75000000.00	3.719814241	12	0	Munich (2005)	1.75	Action|Crime|Drama|Thriller
35000000.00	3.577952756	9	0	The Walk (2015)	1.75	Adventure|Drama|Thriller
90000000.00	2.747197571	7	0	Lara Croft Tomb Raider: The Cradle of Life (2003)	1.75	Action|Adventure|Comedy|Romance|Thriller
82500000.00	3.162020906	12	0	Charlotte's Web (2006)	1.75	Children|Comedy|Drama|Fantasy
40000000.00	3.038709677	12	0	Grudge Match (2013)	1.75	Comedy
42000000.00	3.084432718	10	0	Here Comes the Boom (2012)	1.74	Action|Comedy
10000000.00	2.893333333	9	0	Roll Bounce (2005)	1.74	Comedy|Drama|Romance
60000000.00	2.562184488	9	0	Tuxedo, The (2002)	1.74	Action|Comedy
20000000.00	3.157068063	9	0	My Best Friend's Girl (2008)	1.74	Comedy|Romance
58000000.00	3.482372692	9	0	Just Like Heaven (2005)	1.74	Comedy|Fantasy|Romance
20000000.00	3.580357143	2	0	Endless Love (2014)	1.74	Drama|Romance
60000000.00	3.18504902	1	0	Gangster Squad (2013)	1.74	Action|Crime|Drama
5000000.00	3.817014349	10	0	The Machinist (2004)	1.73	Drama|Mystery|Thriller
90000000.00	2.407718121	11	0	Haunted Mansion, The (2003)	1.73	Children|Comedy|Fantasy|Horror
10000000.00	3.420490506	12	0	Matador, The (2005)	1.73	Comedy|Drama|Thriller
86000000.00	3.599225897	7	0	Seabiscuit (2003)	1.73	Drama
12000000.00	2.166666667	7	0	Wish Upon (2017)	1.73	Fantasy|Horror|Thriller
175000000.00	2.828563715	8	0	G.I. Joe: The Rise of Cobra (2009)	1.73	Action|Adventure|Sci-Fi|Thriller
35000000.00	3.719438878	10	0	Secretariat (2010)	1.73	Adventure|Drama
20000000.00	2.962962963	12	0	Adventures in Zambezia (2012)	1.72	Adventure|Animation|Children|Comedy
13000000.00	2.955782313	9	0	Two Can Play That Game (2001)	1.72	Comedy|Drama
30000000.00	2.929577465	8	0	Blue Crush (2002)	1.72	Adventure|Drama|Romance
2000000.00	2.652119701	8	0	Full Frontal (2002)	1.72	Comedy|Drama|Romance
100000000.00	3.863781086	12	0	Blood Diamond (2006)	1.71	Action|Adventure|Crime|Drama|Thriller|War
100000000.00	3.38160722	8	0	Other Guys, The (2010)	1.71	Action|Comedy
45000000.00	3.439189189	12	0	Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006)	1.71	Action|Drama
60000000.00	3.232925586	10	0	Ladder 49 (2004)	1.71	Action|Drama|Thriller
45000000.00	3.642807983	1	0	Coach Carter (2005)	1.70	Drama
10000000.00	2.764150943	1	0	Kung Pow: Enter the Fist (2002)	1.70	Action|Comedy
20000000.00	3.108007449	4	0	Lockout (2012)	1.70	Action|Sci-Fi|Thriller
125000000.00	3.161032028	8	0	Total Recall (2012)	1.69	Action|Sci-Fi|Thriller
100000000.00	3.588419305	12	0	Emperor's New Groove, The (2000)	1.69	Adventure|Animation|Children|Comedy|Fantasy
60000000.00	2.563210702	3	0	Miss Congeniality 2: Armed and Fabulous (2005)	1.69	Adventure|Comedy|Crime
10000000.00	3.47	10	0	The Birth of a Nation (2016)	1.68	Drama
23000000.00	3.111157369	3	0	Someone Like You (2001)	1.68	Comedy|Romance
95000000.00	3.685001129	12	0	Black Hawk Down (2001)	1.68	Action|Drama|War
12000000.00	3.73943662	11	0	City of Life and Death (Nanjing! Nanjing!) (2009)	1.68	Drama|War
25000000.00	3.406493506	4	0	Lot Like Love, A (2005)	1.68	Comedy|Drama|Romance
27000000.00	3.510691824	9	0	Duchess, The (2008)	1.67	Drama|Romance
30000000.00	3.361111111	7	0	Winnie the Pooh (2011)	1.67	Animation|Children|Comedy
28000000.00	2.721698113	1	0	Spy Next Door, The (2010)	1.67	Action|Children|Comedy
68000000.00	3.46759639	7	0	Score, The (2001)	1.67	Action|Drama
4500000.00	3.972560054	10	0	Donnie Darko (2001)	1.67	Drama|Mystery|Sci-Fi|Thriller
35000000.00	2.998062016	7	0	Must Love Dogs (2005)	1.67	Comedy|Romance
18000000.00	3.322374228	5	0	Small Time Crooks (2000)	1.66	Comedy|Crime
25000000.00	3.335595777	6	0	Sisterhood of the Traveling Pants, The (2005)	1.66	Adventure|Comedy|Drama
50000000.00	3.594634873	8	0	War Dogs (2016)	1.66	Comedy
50000000.00	2.899411187	2	0	Firewall (2006)	1.66	Crime|Drama|Thriller
130000000.00	3.184250765	11	0	Australia (2008)	1.65	Adventure|Drama|War|Western
33000000.00	3.046360485	4	0	Punisher, The (2004)	1.65	Action|Crime|Thriller
60000000.00	3.242598187	12	0	Paycheck (2003)	1.65	Action|Sci-Fi|Thriller
40000000.00	3.048618491	2	0	Sweet November (2001)	1.64	Drama|Romance
4500000.00	4.007034354	10	0	Requiem for a Dream (2000)	1.64	Drama
20000000.00	3.031365314	9	0	You Again (2010)	1.64	Comedy
80000000.00	3.0861678	10	0	The Last Witch Hunter (2015)	1.64	Action|Adventure|Fantasy
27000000.00	3.174300254	8	0	Sisterhood of the Traveling Pants 2, The (2008)	1.64	Adventure|Comedy|Drama|Romance
80000000.00	2.547729618	6	0	Bewitched (2005)	1.64	Comedy|Fantasy|Romance
400000.00	2.7	10	0	Next Avengers: Heroes of Tomorrow (2008)	1.64	Action|Animation|Children|Sci-Fi
70000000.00	3.579434698	3	0	We Were Soldiers (2002)	1.64	Action|Drama|War
40000000.00	3.298013245	6	0	Jersey Boys (2014)	1.63	Drama|Musical
170000000.00	3.148381295	5	0	Alice Through the Looking Glass (2016)	1.63	Adventure|Children|Fantasy
25000000.00	2.922696351	5	0	Undercover Brother (2002)	1.63	Comedy
20000000.00	3.284313725	10	0	Burnt (2015)	1.63	Drama
850000.00	3.188118812	8	0	For a Good Time, Call... (2012)	1.63	Comedy|Drama|Romance
700000.00	3.600378788	9	0	L.I.E. (2001)	1.63	Drama
14000000.00	3.174937965	8	0	Perfect Getaway, A (2009)	1.63	Horror|Thriller
58000000.00	3.078637511	6	0	Internship, The (2013)	1.62	Comedy
232000000.00	2.965657387	6	0	Superman Returns (2006)	1.61	Action|Adventure|Sci-Fi|IMAX
50000000.00	3.067144136	2	0	Hannibal Rising (2007)	1.61	Drama|Horror|Thriller
25000000.00	2.727941176	2	0	Fist Fight (2017)	1.61	Comedy
110000000.00	3.2508967	6	0	A-Team, The (2010)	1.61	Action|Comedy|Thriller
30000000.00	3.092382496	1	0	Last Stand, The (2013)	1.61	Action|Crime|Thriller
45000000.00	2.95971564	11	0	Yours, Mine and Ours (2005)	1.61	Comedy|Romance
22000000.00	2.166666667	5	0	Diary of a Wimpy Kid: The Long Haul (2017)	1.61	Children|Comedy
36000000.00	3.151515152	9	0	Dolphin Tale 2 (2014)	1.61	Children|Drama
30000000.00	3.750860421	9	0	Secondhand Lions (2003)	1.60	Children|Comedy|Drama
75000000.00	3.665714286	12	0	Charlie Wilson's War (2007)	1.59	Comedy|Drama|War
5500000.00	3.756791171	7	0	Ghost World (2001)	1.59	Comedy|Drama
8000000.00	3.448170732	8	0	Bon Cop, Bad Cop (2006)	1.59	Action|Comedy|Crime|Thriller
60000000.00	3.62478379	3	0	Shooter (2007)	1.59	Action|Drama|Thriller
144000000.00	2.853629977	7	0	Ghostbusters (2016)	1.59	Action|Comedy|Horror|Sci-Fi
90000000.00	3.614841258	11	0	Spy Game (2001)	1.59	Action|Crime|Drama|Thriller
150000000.00	2.945890411	5	0	Dark Shadows (2012)	1.59	Comedy|Horror|IMAX
27500000.00	2.653333333	2	0	Welcome Home, Roscoe Jenkins (2008)	1.59	Comedy
26000000.00	3.524725275	10	0	The Best of Me (2014)	1.58	Drama|Romance
7500000.00	3.520912548	12	0	Narc (2002)	1.58	Crime|Drama|Thriller
135000000.00	3.631411822	11	0	Master and Commander: The Far Side of the World (2003)	1.58	Adventure|Drama|War
25000000.00	2.225609756	4	0	Crocodile Dundee in Los Angeles (2001)	1.58	Comedy|Drama
200000000.00	3.154267372	5	0	Prince of Persia: The Sands of Time (2010)	1.57	Action|Adventure|Fantasy|Romance|IMAX
25000000.00	3.447712418	5	0	Million Dollar Arm (2014)	1.57	Comedy|Drama
7500000.00	3.285077951	10	0	Shopgirl (2005)	1.57	Comedy|Drama|Romance
37500000.00	3.516875981	9	0	Master, The (2012)	1.57	Drama
29000000.00	3.420652174	4	0	Keeping the Faith (2000)	1.56	Comedy|Drama|Romance
5500000.00	3.643712575	7	0	Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)	1.56	Drama
45000000.00	2.892992424	8	0	Babylon A.D. (2008)	1.56	Action|Adventure|Sci-Fi|Thriller
40000000.00	2.795180723	4	0	Reaping, The (2007)	1.56	Horror|Thriller
90000000.00	2.849789916	10	0	Three Musketeers, The (2011)	1.55	Action|Adventure
25000000.00	2.828616352	12	0	Sitter, The (2011)	1.55	Comedy
1000000.00	1.75	9	0	Chocolate: Deep Dark Secrets (2005)	1.55	Thriller
25000000.00	3.045454545	12	0	The Gambler (2014)	1.55	Crime|Drama|Thriller
20000000.00	3.1791292	2	0	Be Kind Rewind (2008)	1.54	Comedy
18000000.00	3.682333874	10	0	RocknRolla (2008)	1.54	Action|Crime
30000000.00	3.001886792	6	0	Entourage (2015)	1.54	Comedy
20000000.00	3.087155963	11	0	Secret in Their Eyes (2015)	1.54	Crime|Drama|Mystery
24000000.00	3.27002584	10	0	Zack and Miri Make a Porno (2008)	1.54	Comedy|Drama|Romance
20000000.00	3.002439024	6	0	Nancy Drew (2007)	1.54	Adventure|Crime|Thriller
22000000.00	3.277770466	8	0	Jay and Silent Bob Strike Back (2001)	1.53	Adventure|Comedy
210000000.00	3.179026925	5	0	Robin Hood (2010)	1.53	Action|Adventure|Drama|Romance|War
25000000.00	2.751968504	3	0	Beauty Shop (2005)	1.53	Comedy
10000000.00	2.85	8	0	Goods: Live Hard, Sell Hard, The (2009)	1.53	Comedy
14000000.00	2.886363636	3	0	Our Family Wedding (2010)	1.53	Comedy
18000000.00	2.981591449	3	0	Tailor of Panama, The (2001)	1.53	Drama|Thriller
110000000.00	3.328947368	3	0	Ghost in the Shell (2017)	1.53	Action|Drama|Sci-Fi
29000000.00	3.335897436	8	0	Florence Foster Jenkins (2016)	1.53	Comedy|Drama
25000000.00	3.605973025	12	0	Carnage (2011)	1.52	Comedy|Drama
3000000.00	3.389937107	4	0	Please Give (2010)	1.52	Comedy|Drama
35000000.00	3.483856502	10	0	Radio (2003)	1.52	Drama
50000000.00	3.471569839	10	0	Judge, The (2014)	1.52	Drama
18000000.00	1.277777778	1	0	Norm of the North (2016)	1.52	Adventure|Animation|Children|Comedy
40000000.00	3.271535581	10	0	Marie Antoinette (2006)	1.52	Drama|Romance
20000000.00	3.176190476	4	0	Stick It (2006)	1.52	Comedy
38000000.00	3.019007392	3	0	Heartbreakers (2001)	1.52	Comedy|Crime|Romance
42000000.00	3.175381264	4	0	High Crimes (2002)	1.52	Thriller
60000000.00	1.919584245	1	0	Kangaroo Jack (2003)	1.51	Action|Comedy
37000000.00	2.693548387	2	0	Cop Out (2010)	1.51	Action|Comedy|Crime
72500000.00	2.946726573	2	0	Fool's Gold (2008)	1.51	Action|Adventure|Comedy|Romance
18000000.00	2.790983607	4	0	Observe and Report (2009)	1.51	Action|Comedy
20000000.00	3.202191235	9	0	What's Your Number? (2011)	1.51	Comedy|Romance
